rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
874,5966154,K00655.01,Kepler-201 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
875,5966154,K00655.02,Kepler-201 c,CONFIRMED,CANDIDATE,0.9700,0,0,0,0
877,6020753,K00657.01,Kepler-202 b,CONFIRMED,CANDIDATE,0.9920,0,0,0,0
878,6020753,K00657.02,Kepler-202 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
879,6062088,K00658.01,Kepler-203 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
880,6062088,K00658.02,Kepler-203 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
881,6062088,K00658.03,Kepler-203 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
882,6125481,K00659.01,Kepler-637 b,CONFIRMED,CANDIDATE,0.9840,0,0,0,0
883,6267535,K00660.01,Kepler-638 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
884,6347299,K00661.01,Kepler-204 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
885,6347299,K00661.02,Kepler-204 c,CONFIRMED,CANDIDATE,0.9590,0,0,0,0
886,6365156,K00662.01,Kepler-639 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
887,6425957,K00663.01,Kepler-205 b,CONFIRMED,CANDIDATE,0.0730,0,0,0,0
888,6425957,K00663.02,Kepler-205 c,CONFIRMED,CANDIDATE,0.0080,0,0,0,0
889,6442340,K00664.01,Kepler-206 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
890,6442340,K00664.02,Kepler-206 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
891,6442340,K00664.03,Kepler-206 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
892,6685609,K00665.01,Kepler-207 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
893,6685609,K00665.02,Kepler-207 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
894,6685609,K00665.03,Kepler-207 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
895,6707835,K00666.01,Kepler-640 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
896,6752502,K00667.01,,CANDIDATE,CANDIDATE,0.0010,0,0,0,0
899,7033671,K00670.01,Kepler-641 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
900,7040629,K00671.01,Kepler-208 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
901,7040629,K00671.02,Kepler-208 c,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
902,7040629,K00671.03,Kepler-208 e,CONFIRMED,CANDIDATE,0.9920,0,0,0,0
903,7040629,K00671.04,Kepler-208 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
904,7115785,K00672.01,Kepler-209 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
905,7115785,K00672.02,Kepler-209 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
907,7124613,K00673.01,Kepler-642 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
908,7277317,K00674.01,Kepler-643 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
910,7447200,K00676.01,Kepler-210 c,CONFIRMED,CANDIDATE,0.3780,0,0,0,0
911,7447200,K00676.02,Kepler-210 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
913,7509886,K00678.01,Kepler-211 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
914,7509886,K00678.02,Kepler-211 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
915,7515212,K00679.01,Kepler-212 c,CONFIRMED,CANDIDATE,0.9950,0,0,0,0
916,7515212,K00679.02,Kepler-212 b,CONFIRMED,CANDIDATE,0.7670,0,0,0,0
917,7529266,K00680.01,Kepler-435 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
919,7630229,K00683.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
920,7730747,K00684.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
921,7764367,K00685.01,Kepler-644 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
922,7906882,K00686.01,,CANDIDATE,CANDIDATE,0.9520,0,0,0,0
923,7976520,K00687.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
924,8161561,K00688.01,Kepler-645 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
925,8361905,K00689.01,Kepler-646 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
927,8480285,K00691.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
928,8480285,K00691.02,Kepler-647 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
929,8557374,K00692.01,Kepler-213 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
930,8557374,K00692.02,Kepler-213 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
931,8738735,K00693.01,Kepler-214 c,CONFIRMED,CANDIDATE,0.9970,0,0,0,0
932,8738735,K00693.02,Kepler-214 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
933,8802165,K00694.01,Kepler-648 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
934,8805348,K00695.01,Kepler-649 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
935,8869680,K00696.01,,CANDIDATE,CANDIDATE,0.1930,0,0,0,0
936,8878187,K00697.01,Kepler-650 b,CONFIRMED,CANDIDATE,0.9550,0,0,0,0
939,8962094,K00700.01,Kepler-215 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
940,8962094,K00700.02,Kepler-215 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
941,8962094,K00700.03,Kepler-215 c,CONFIRMED,CANDIDATE,0.9970,0,0,0,0
942,8962094,K00700.04,Kepler-215 e,CONFIRMED,CANDIDATE,0.9760,0,0,0,0
943,9002278,K00701.01,Kepler-62 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
944,9002278,K00701.02,Kepler-62 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
945,9002278,K00701.03,Kepler-62 e,CONFIRMED,CANDIDATE,0.9940,0,0,0,0
947,9002278,K00701.05,Kepler-62 c,CONFIRMED,CANDIDATE,0.9890,0,0,0,0
950,9266431,K00704.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
953,9458613,K00707.01,Kepler-33 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
954,9458613,K00707.02,Kepler-33 f,CONFIRMED,CANDIDATE,0.9970,0,0,0,0
955,9458613,K00707.03,Kepler-33 e,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
956,9458613,K00707.04,Kepler-33 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
957,9458613,K00707.05,Kepler-33 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0
958,9530945,K00708.01,Kepler-216 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
959,9530945,K00708.02,Kepler-216 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
960,9578686,K00709.01,Kepler-651 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
961,9590976,K00710.01,Kepler-217 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
962,9590976,K00710.02,Kepler-217 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
963,9590976,K00710.03,Kepler-217 d,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
964,9597345,K00711.01,Kepler-218 c,CONFIRMED,CANDIDATE,0.4830,0,0,0,0
965,9597345,K00711.02,Kepler-218 b,CONFIRMED,CANDIDATE,0.9720,0,0,0,0
966,9597345,K00711.03,Kepler-218 d,CONFIRMED,CANDIDATE,0.7720,0,0,0,0
969,9702072,K00714.01,Kepler-652 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
971,9846348,K00716.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
972,9873254,K00717.01,Kepler-653 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
973,9873254,K00717.02,Kepler-653 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
974,9884104,K00718.01,Kepler-219 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
975,9884104,K00718.02,Kepler-219 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
976,9884104,K00718.03,Kepler-219 d,CONFIRMED,CANDIDATE,0.9970,0,0,0,0
977,9950612,K00719.01,Kepler-220 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
978,9950612,K00719.02,Kepler-220 d,CONFIRMED,CANDIDATE,0.9970,0,0,0,0
979,9950612,K00719.03,Kepler-220 e,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
980,9950612,K00719.04,Kepler-220 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
981,9963524,K00720.01,Kepler-221 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
982,9963524,K00720.02,Kepler-221 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
983,9963524,K00720.03,Kepler-221 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
984,9963524,K00720.04,Kepler-221 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
985,9964801,K00721.01,Kepler-654 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
986,9965439,K00722.01,Kepler-655 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0
987,10002866,K00723.01,Kepler-222 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
988,10002866,K00723.02,Kepler-222 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
989,10002866,K00723.03,Kepler-222 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
992,10157573,K00726.01,,CANDIDATE,CANDIDATE,0.7610,0,0,0,0
994,10221013,K00728.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
996,10227020,K00730.01,Kepler-223 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
997,10227020,K00730.02,Kepler-223 c,CONFIRMED,CANDIDATE,0.9940,0,0,0,0
998,10227020,K00730.03,Kepler-223 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
999,10227020,K00730.04,Kepler-223 b,CONFIRMED,CANDIDATE,0.9920,0,0,0,0
1001,10265898,K00732.01,Kepler-656 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1002,10265898,K00732.02,,CANDIDATE,CANDIDATE,0.9660,0,0,0,0
1003,10265898,K00732.03,,CANDIDATE,CANDIDATE,0.9920,0,0,0,0
1004,10271806,K00733.01,Kepler-224 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1005,10271806,K00733.02,Kepler-224 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1006,10271806,K00733.03,Kepler-224 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1007,10271806,K00733.04,Kepler-224 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1008,10272442,K00734.01,Kepler-657 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1009,10272442,K00734.02,,CANDIDATE,CANDIDATE,0.9740,0,0,0,0
1010,10287242,K00735.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
1011,10340423,K00736.01,Kepler-225 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1012,10340423,K00736.02,Kepler-225 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1014,10358759,K00738.01,Kepler-29 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1015,10358759,K00738.02,Kepler-29 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1016,10386984,K00739.01,Kepler-658 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
1017,10395381,K00740.01,Kepler-659 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1024,10526549,K00746.01,Kepler-660 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1025,10583066,K00747.01,Kepler-661 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1027,10601284,K00749.01,Kepler-226 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1028,10601284,K00749.02,Kepler-226 b,CONFIRMED,CANDIDATE,0.9800,0,0,0,0
1029,10601284,K00749.03,Kepler-226 d,CONFIRMED,CANDIDATE,0.9710,0,0,0,0
1030,10662202,K00750.01,Kepler-662 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1031,10662202,K00750.02,,CANDIDATE,CANDIDATE,0.9150,0,0,0,0
1032,10662202,K00750.03,,CANDIDATE,CANDIDATE,0.9290,0,0,0,0
1033,10682541,K00751.01,Kepler-663 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1034,10797460,K00752.01,Kepler-227 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1035,10797460,K00752.02,Kepler-227 c,CONFIRMED,CANDIDATE,0.9690,0,0,0,0
1038,10854555,K00755.01,Kepler-664 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1039,10872983,K00756.01,Kepler-228 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1040,10872983,K00756.02,Kepler-228 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1041,10872983,K00756.03,Kepler-228 b,CONFIRMED,CANDIDATE,0.9920,0,0,0,0
1042,10910878,K00757.01,Kepler-229 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1043,10910878,K00757.02,Kepler-229 d,CONFIRMED,CANDIDATE,0.9920,0,0,0,0
1044,10910878,K00757.03,Kepler-229 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1045,10987985,K00758.01,Kepler-665 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1046,11018648,K00759.01,Kepler-230 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1047,11018648,K00759.02,Kepler-230 c,CONFIRMED,CANDIDATE,0.9780,0,0,0,0
1048,11138155,K00760.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
1050,11153539,K00762.01,Kepler-666 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1052,11304958,K00764.01,Kepler-667 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0
1053,11391957,K00765.01,Kepler-668 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1054,11403044,K00766.01,Kepler-669 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1055,11414511,K00767.01,Kepler-670 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1057,11460018,K00769.01,Kepler-671 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1061,11507101,K00773.01,Kepler-672 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1063,11754553,K00775.01,Kepler-52 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1064,11754553,K00775.02,Kepler-52 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1065,11754553,K00775.03,Kepler-52 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1066,11812062,K00776.01,Kepler-673 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1067,11818800,K00777.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0
1068,11853255,K00778.01,Kepler-674 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1070,11918099,K00780.01,Kepler-675 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1071,11918099,K00780.02,,CANDIDATE,CANDIDATE,0.9930,0,0,0,0
1072,11923270,K00781.01,Kepler-676 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1073,11960862,K00782.01,Kepler-677 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1074,12020329,K00783.01,Kepler-678 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1075,12066335,K00784.01,Kepler-231 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1076,12066335,K00784.02,Kepler-231 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1077,12070811,K00785.01,Kepler-679 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1078,12110942,K00786.01,Kepler-680 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1079,12366084,K00787.01,Kepler-232 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1080,12366084,K00787.02,Kepler-232 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1081,12366084,K00787.03,,CANDIDATE,CANDIDATE,0.8660,0,0,0,0
1082,12404086,K00788.01,Kepler-681 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1083,12470844,K00790.01,Kepler-233 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1084,12470844,K00790.02,Kepler-233 c,CONFIRMED,CANDIDATE,0.9890,0,0,0,0
1085,12644822,K00791.01,Kepler-682 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1088,2713049,K00794.01,Kepler-683 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1089,3114167,K00795.01,Kepler-684 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1091,3115833,K00797.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
1093,3246984,K00799.01,,CANDIDATE,CANDIDATE,0.7730,0,0,0,0
1094,3342970,K00800.01,Kepler-234 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1095,3342970,K00800.02,Kepler-234 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1096,3351888,K00801.01,Kepler-685 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1097,3453214,K00802.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
1099,3641726,K00804.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
1101,3832474,K00806.01,Kepler-30 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1102,3832474,K00806.02,Kepler-30 c,CONFIRMED,CANDIDATE,0.7450,0,0,0,0
1105,3935914,K00809.01,Kepler-686 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1106,3940418,K00810.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
1107,4049131,K00811.01,Kepler-687 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1108,4139816,K00812.01,Kepler-235 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1109,4139816,K00812.02,Kepler-235 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1110,4139816,K00812.03,Kepler-235 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1111,4139816,K00812.04,Kepler-235 c,CONFIRMED,CANDIDATE,0.9940,0,0,0,0
1112,4275191,K00813.01,Kepler-688 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1113,4476123,K00814.01,Kepler-689 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
1114,4544670,K00815.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
1115,4664847,K00816.01,Kepler-690 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1116,4725681,K00817.01,Kepler-236 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1117,4725681,K00817.02,Kepler-236 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0
1118,4913852,K00818.01,Kepler-691 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1121,5021899,K00821.01,Kepler-692 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1123,5164255,K00824.01,Kepler-693 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1124,5252423,K00825.01,Kepler-237 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1125,5252423,K00825.02,Kepler-237 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1126,5272878,K00826.01,Kepler-694 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1129,5358241,K00829.01,Kepler-53 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1130,5358241,K00829.02,Kepler-53 d,CONFIRMED,CANDIDATE,0.9980,0,0,0,0
1131,5358241,K00829.03,Kepler-53 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1132,5358624,K00830.01,Kepler-428 b,CONFIRMED,CANDIDATE,0.9900,0,0,0,0
1136,5436502,K00834.01,Kepler-238 e,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
1137,5436502,K00834.02,Kepler-238 d,CONFIRMED,CANDIDATE,0.9960,0,0,0,0
1138,5436502,K00834.03,Kepler-238 c,CONFIRMED,CANDIDATE,0.9970,0,0,0,0
1139,5436502,K00834.04,Kepler-238 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1140,5436502,K00834.05,Kepler-238 f,CONFIRMED,CANDIDATE,0.9890,0,0,0,0
1141,5456651,K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1142,5456651,K00835.02,Kepler-239 c,CONFIRMED,CANDIDATE,0.8780,0,0,0,0
1144,5531576,K00837.01,Kepler-240 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1145,5531576,K00837.02,Kepler-240 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1148,5651104,K00840.01,Kepler-695 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1149,5792202,K00841.01,Kepler-27 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1150,5792202,K00841.02,Kepler-27 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1151,5792202,K00841.03,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
1154,5794379,K00842.01,Kepler-241 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1155,5794379,K00842.02,Kepler-241 c,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
1156,5881688,K00843.01,Kepler-696 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1157,6022556,K00844.01,Kepler-697 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1158,6032497,K00845.01,Kepler-698 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1159,6061119,K00846.01,Kepler-699 b,CONFIRMED,CANDIDATE,0.9850,0,0,0,0
1160,6191521,K00847.01,Kepler-700 b,CONFIRMED,CANDIDATE,0.9420,0,0,0,0
1162,6276477,K00849.01,Kepler-701 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1163,6291653,K00850.01,Kepler-702 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
1164,6392727,K00851.01,Kepler-703 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1165,6422070,K00852.01,Kepler-704 b,CONFIRMED,CANDIDATE,0.8760,0,0,0,0
1166,6428700,K00853.01,Kepler-242 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1167,6428700,K00853.02,Kepler-242 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1168,6435936,K00854.01,Kepler-705 b,CONFIRMED,CANDIDATE,0.9960,0,0,0,0
1169,6522242,K00855.01,Kepler-706 b,CONFIRMED,CANDIDATE,0.9740,0,0,0,0
1170,6526710,K00856.01,,CANDIDATE,CANDIDATE,0.9940,0,0,0,0
1171,6587280,K00857.01,Kepler-243 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1172,6587280,K00857.02,Kepler-243 c,CONFIRMED,CANDIDATE,0.9940,0,0,0,0
1175,6685526,K00861.01,Kepler-707 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1177,6784235,K00863.01,Kepler-708 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1178,6849310,K00864.01,Kepler-244 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1179,6849310,K00864.02,Kepler-244 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1180,6849310,K00864.03,Kepler-244 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1181,6862328,K00865.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
1183,6863998,K00867.01,Kepler-709 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1184,6867155,K00868.01,,CANDIDATE,CANDIDATE,0.9980,0,0,0,0
1185,6948054,K00869.01,Kepler-245 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1186,6948054,K00869.02,Kepler-245 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1187,6948054,K00869.03,Kepler-245 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1188,6948054,K00869.04,Kepler-245 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1189,6949607,K00870.01,Kepler-28 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1190,6949607,K00870.02,Kepler-28 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1192,7109675,K00872.01,Kepler-46 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1193,7109675,K00872.02,Kepler-46 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1194,7118364,K00873.01,Kepler-710 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1195,7134976,K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1196,7134976,K00874.02,Kepler-246 c,CONFIRMED,CANDIDATE,0.9970,0,0,0,0
1197,7135852,K00875.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
1199,7287995,K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1200,7287995,K00877.02,Kepler-81 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1201,7287995,K00877.03,Kepler-81 d,CONFIRMED,CANDIDATE,0.9980,0,0,0,0
1202,7303253,K00878.01,Kepler-711 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1203,7366258,K00880.01,Kepler-82 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1204,7366258,K00880.02,Kepler-82 c,CONFIRMED,CANDIDATE,0.9830,0,0,0,0
1205,7366258,K00880.03,Kepler-82 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1206,7366258,K00880.04,Kepler-82 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1207,7373451,K00881.01,Kepler-712 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1208,7373451,K00881.02,Kepler-712 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1210,7380537,K00883.01,,CANDIDATE,CANDIDATE,0.9970,0,0,0,0
1211,7434875,K00884.01,Kepler-247 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1213,7434875,K00884.03,Kepler-247 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1214,7455287,K00886.01,Kepler-54 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1215,7455287,K00886.02,Kepler-54 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1216,7455287,K00886.03,Kepler-54 d,CONFIRMED,CANDIDATE,0.9860,0,0,0,0
1217,7458762,K00887.01,Kepler-713 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1219,757450,K00889.01,Kepler-75 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0
1220,7585481,K00890.01,Kepler-714 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1221,7663691,K00891.01,Kepler-715 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1222,7678434,K00892.01,Kepler-716 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1223,7678434,K00892.02,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0
1224,7685981,K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
1227,7825899,K00896.01,Kepler-248 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0
